Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Wafer-Level Process,Bulk Silicon Process,True,,"The process used to create the semiconductor wafer, such as Bulk Silicon Process or Wafer-Level Process.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1. ""Manufacturing Process"", true, ""Manufacturing Process"", ""The process of creating a product, from raw materials to a finished product."", ""The process of creating a product, from raw materials to a finished product."", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""computer science""}"
Extreme Ultraviolet Lithography,Parametric Testing,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
RCA Cleaning,Dry Oxidation,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1. ""Fabrication Process"", ""Fabrication Process"", true, ""Fabrication Process"", ""The process of creating a semiconductor device, including the growth of a silicon crystal, the slicing of the crystal into wafers, and the fabrication of the transistor and other components on the wafer."", ""The process of creating a semiconductor device, including the growth of a silicon crystal, the slicing of the crystal into wafers, and the fabrication of the transistor and other components on the wafer."", true, ""Fabrication Process"", ""The process of creating a semiconductor device, including the growth of a silicon crystal, the slicing of the crystal into wafers, and the fabrication of the transistor and other components on the wafer."", ""The process of creating a semiconductor device, including the growth of a silicon crystal, the slicing of the crystal into wafers, and the fabrication of the transistor and other components on the wafer."", true, ""Fabrication Process"", ""The process"
Functional Testing,Extreme Ultraviolet Lithography,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text refers to a software testing technique that involves testing a software application with a set of real-world scenarios to ensure that it behaves as expected. The second text refers to a type of lithography, a process used in semiconductor manufacturing to create patterns on silicon wafers. While both texts are related to the field of computer science, they do not describe the same causal variable.,  Data Generation Model: gpt-3.5-turbo, Domain: computer science }"
Phosphorus Doping,Functional Testing,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
Physical Vapor Deposition,Gallium Arsenide Material,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a method of thin film deposition, while the second text describes a type of semiconductor material.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8"
Piranha Cleaning,FinFET Design,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text refers to a method of cleaning semiconductor wafers, while the second text refers to a type of transistor design.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mix"
Silicon Material,Wet Etching,False,,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text refers to the material used to make semiconductors, while the second text refers to a process used to create patterns on a semiconductor material.,  Data Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3."
Piranha Cleaning,Chemical Vapor Deposition,False,False,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,
Extreme Ultraviolet Lithography,Chemical Vapor Deposition,False,True,,Lithography Technique,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,
Parametric Testing,Wet Oxidation,False,False,,,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,
Central Processing Unit (CPU): The brain of the computer,Random Access Memory (RAM): Temporary data storage,True,,Hardware Component: A physical part of a computer system.,,mistral-7b-instruct,lora_70b_en_v1,computer science,1. Hardware Component: A physical part of a computer system. 2. Hardware Component: A physical part of a computer system. 3. True 4. Hardware Component: A physical part of a computer system. 5. Hardware Component: A physical part of a computer system. 6. True 7. Hardware Component: A physical part of a computer system. 8. True 9. Hardware Component: A physical part of a computer system. 10. True 11. Hardware Component: A physical part of a computer system. 12. True 13. Hardware Component: A physical part of a computer system. 14. True 15. Hardware Component: A physical part of a computer system. 16. True 17. Hardware Component: A physical part of a computer system. 18. True 19. Hardware Component: A physical part of a computer system. 20. True 21. Hardware Component: A physical part of a
"Python: High-level, interpreted language","Java: Object-oriented, platform-independent language",True,True,Programming Language: A formal language designed for expressing instructions to a computer.,Programming Language: A formal language designed for expressing instructions to a computer.,mistral-7b-instruct,lora_70b_en_v1,computer science,
Bus Topology: All nodes connected to a single communication line,Mesh Topology: Each node connected to multiple other nodes,True,True,Network Topology: The arrangement of various elements (nodes and connecting lines) in a computer network.,Network Topology: The arrangement of various elements (nodes and connecting lines) in a computer network.,mistral-7b-instruct,lora_70b_en_v1,computer science,
"Python: High-level, interpreted language","C++: Object-oriented, compiled language",True,True,Programming Language: A formal language designed for expressing instructions to a computer.,Programming Language: A formal language designed for expressing instructions to a computer.,mistral-7b-instruct,lora_70b_en_v1,computer science,
DevOps: Continuous delivery and collaboration between development and operations teams,Agile Methodology: Iterative and incremental development,True,True,Software Development Methodology: A systematic approach to developing high-quality software.,Software Development Methodology: A systematic approach to developing high-quality software.,mistral-7b-instruct,lora_70b_en_v1,computer science,
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Harvard Architecture: Separate memory for data and instructions,True,,Computer Architecture: The design of a computer system.,,mistral-7b-instruct,lora_70b_en_v1,computer science,"3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3. Computer Architecture: The design of a computer system, including the CPU, memory, and input/output devices. True 3"
Queue: A First-In-First-Out (FIFO) data structure,Stack: A Last-In-First-Out (LIFO) data structure,True,,"Data Structure: A specialized format for organizing, storing, and retrieving data.",,mistral-7b-instruct,lora_70b_en_v1,computer science,"Data Structure: A way of organizing and storing data in a computer so that it can be accessed and modified efficiently.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct, mistral-7b-instruct, mixtral-8x22b-instruct, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct, mistral-7b-instruct, mixtral-8x22b-instruct, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct, mistral-7b-instruct, mixtral-8x22b-instruct, gpt-3.5-instruct"
macOS,Microsoft Windows,True,,Operating System: Software that manages computer hardware and software resources.,,mistral-7b-instruct,lora_70b_en_v1,computer science,1. Operating System 2. Operating System 3. True 4. Operating System 5. The operating system of a computer determines how it manages hardware and software resources. It acts as an intermediary between computer hardware and user-level applications. 6. True 7. Operating System 8. The operating system of a computer determines how it manages hardware and software resources. It acts as an intermediary between computer hardware and user-level applications. 9. True 10. Operating System 11. The operating system of a computer determines how it manages hardware and software resources. It acts as an intermediary between computer hardware and user-level applications. 12. True 13. Operating System 14. The operating system of a computer determines how it manages hardware and software resources. It acts as an intermediary between computer hardware and user-level applications. 15. True 16. Operating System 17. The operating system of a computer determines how it manages hardware and software resources. It acts as an
Third Normal Form (3NF),Second Normal Form (2NF),True,,Database Normalization Form: A process to eliminate redundant data and dependencies among the tables in a database.,,mistral-7b-instruct,lora_70b_en_v1,computer science,"1. Data Generation Model Mixtral-8x7b-instruct, mistral-7b-instruct, gpt-4-turbo, gpt-3.5-turbo, gpt-3.5-instruct, gpt-4-instruct, gpt-3-instruct, mixtral-8x22b-instruct, mistral-7b-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3-instruct, gpt-4-instruct, gpt-3"
macOS,Linux,True,,Operating System: Software that manages computer hardware and software resources.,,mistral-7b-instruct,lora_70b_en_v1,computer science,1. Operating System 2. Operating System 3. True 4. Operating System 5. The operating system of a computer determines how it manages hardware resources and provides a platform for running applications. It acts as an intermediary between computer hardware and user-level applications. 6. True 7. Operating System 8. The operating system of a computer determines how it manages hardware resources and provides a platform for running applications. It acts as an intermediary between computer hardware and user-level applications. 9. True 10. Operating System 11. The operating system of a computer determines how it manages hardware resources and provides a platform for running applications. It acts as an intermediary between computer hardware and user-level applications. 12. True 13. Operating System 14. The operating system of a computer determines how it manages hardware resources and provides a platform for running applications. It acts as an intermediary between computer hardware and user-level applications. 15. True 16. Operating System 17
